name,total_volume_sold,total_volume_unsold
BL189 MUSH QCH,5,3
STILL LEMONADE,35,46
DBL CHOC MB (F),5,0
CORONATION CHIC,10,3
CREAMY BRUSSELS,5,3
GRK STLE YOG 15,88,122
12 SB SPN & RIC,403,594
4PT ORG ENG WH,260,383
SUPERSOFT THICK,154,212
XLG CUMBLND PIE,518,739
BASMATI RICE,612,905
COU CHK ARRBTA,791,1139
EX/L SMOKED HAM,104,131
12 SB MG MEATY,751,1078
ET DBL CRM 300,464,568
JUL CAR BNUT CO,510,722
PORTOBELLO MSHR,431,622
ASP SPEARS,342,500
2 RST CHKN FLTS,876,1249
AGUS 5% XL BEEF,1725,2423
LGE BREAD SCE,59,48
SPINACH SLD BAG,608,873
BFY POT RST CHK,1396,2046
CHKN STROGANOFF,634,897
1/2T TS BROCC,18,12
GRTD MOZZ/CHEDD,18,28
BCN WRPPD TRKY,54,57
PRP ORG SPINACH,1057,1553
MROOM MISO SOUP,67,100
CELERY HEARTS,320,481
BEEF BLACKBEAN,1653,2383
GARLIC/GNGR SCE,62,88
UK BABY MUSHRMS,742,1048
WFR C/GRILL HAM,96,133
RASP STD,564,771
ANTIPASTI 115G,39,62
HC TURK/CRA ROL,13,11
GARLIC SAUSAGE,99,146
VEGETABLE KIEV,1192,1780
HOT CHKN TIKKA,504,717
SALMON BAG,982,1474
FRAN OAKHAM CHK,21,18
RD LOVE APPLE,58,80
COD FILLET,1137,1726
D&N LT GT CH SL,45,43
1PT ORG ENG WHL,413,618
ROAST CHK THIGH,1005,1475
SCOTTISH SEMI 1,61,98
2 CREAM SLICES,348,365
YL123 LX VEG SL,16,14
SHARON FR 6PK,16,25
BFY SALMON WCRS,1747,2507
Lge Baby Easy P,75,93
CSLAW POT SLD,247,340
PANTOFOLA,1016,1478
SPLIT POT BLK C,140,195
SWEET POT WEDGE,1056,1537
STK LASAGNE X2,605,880
CHICKEN BALTI,1078,1560
CEL/APP/WNUT,883,1294
PK039 FR GOOSE,19,17
SIMPLY ORANGE,30,49
SALMON ENCROUTE,622,939
ORIENTAL STARTE,497,758
2PT ORG ENG SKM,309,454
DELI COLESLAW,894,1296
LEMON CHICKEN,1338,1961
BABY CORN,544,797
BTRNUT LASAGNE,599,910
6 SKIN PORK SAU,308,456
PK071 PORCHETTA,33,36
ORG CUCUMBER,88,136
BFY CHK CBONARA,1278,1843
MF SWEET/SMOKEY,785,1125
CUT CURLY PARS,329,476
CHICKEN PANANG,625,939
GBF RASP SMALL,108,72
ROSE & IRIS,114,168
SHANGHAI NOODLE,1505,2230
BFY CHCKN & MU,156,234
PORK SAUS 1LB,329,484
R/BOW BABY CARR,794,1207
BABY TURNIPS,177,276
BFY TAGLIATELLE,1180,1791
150ML SGLE CRM,144,194
RTR CHKN BRST J,65,98
LGE SHEPHRD PIE,489,717
BL184 PPIES x12,34,43
SWEET ROM LETT,647,945
PK020 FRBZ CRWN,20,18
ROSEMARY,403,611
SWT POT BHAJIS,289,420
APPLE T/OVER X2,533,558
COU JAMBALAYA,493,749
4 SWT SMOK PORK,565,877
APP/BLKBRY PUFF,599,842
KIDS FISH PIE,1222,1845
LENT/GTS CH SLD,425,598
2 CHOCLATE MITM,55,80
FR BB JNT 2-3,58,76
8 PRAWN TOASTS,270,398
UNSMK BACK X8,151,232
EASY PEEL LGE,128,182
SPIN/PORT MUSH,942,1453
COU 4 CHOCL MSE,481,606
MINI BACON CUPS,220,322
GSTR FISH&CHPX1,678,1029
4 LEAF SLD,91,133
EF STRAWBERRY,47,65
PARMESAN MASH,432,653
T/T BLUEBERRIES,427,624
BREAST FLT BAG,327,496
JAM ROLY POLY,293,411
CHKN YORKSHIRE,685,982
SMK HADDOCK FLT,374,552
CRAB PATE,1312,2001
2 PORK PIES,829,1307
I PINT SKIMMED,290,418
ITALIAN BG 65G,587,878
MEAT/MANCH PLAT,6,10
BFY LIME CHK SL,3,0
GBF CG SS PRAWN,3,5
GBF DDL ECLAIR,39,51
GBF 4 CHS RVOLI,3,2
GBF BF LASAGNE,3,0
GBF VEG LASAGNE,3,3
H/F SPRD BUTTER,6,10
WES/COINT/ORGE,3,5
MED STYLE CHKN,3,3
ANEMONES,9,13
SALMON TERRINE,3,4
LAMB RACK,21,33
ROSE GIFT CONE,6,10
CO DINKY ROLLS,15,9
GF 4 BRWN ROLLS,6,10
MW 4 YORKSHIRE,42,59
DOUGHNUT PCH X4,21,32
KING PRAWN 280G,453,696
WHITE SATIN BQT,3,5
CLN T/CASC ORCH,27,38
LG RD/GLD SANT,15,16
12 WF MOZZERLA,1063,1615
BFY LAMB HOTPOT,1257,1850
SANTINI VINE,154,237
MILD ONIONS,133,200
SCENT ROSE,109,161
GREEK SALAD,500,742
R/FAT HOUMOUS,577,867
LF FRUITED 4 PA,128,193
AUB GRAINS SU,165,225
CAJUN CHKN FLT,322,474
JUMBO DRUMSTICK,1007,1551
LEMONS UNWAXED,230,341
SGL SHRY TRIFLE,468,555
2 CAJUN BRST,1629,2444
CHILLI PRWN 80G,647,1003
EGG CSTRD TART,129,152
MOZZ & TOMS,769,1154
SC FRESH DOVER,38,62
PIBS ON STUFFIN,38,27
LIME ESCALOPES,1685,2464
COU CHKN FILLET,742,1119
SALAMI NAPOLI,35,34
BREAST FLT BAG-,134,178
SWEET POT FRIES,419,568
12 TURKEY BITES,16,25
EDAMAME BN BURG,583,840
2PT ORG ENG WH,425,661
CUMBERLAND SGE,104,155
12 PRAWN TOAST,449,637
MOUSSAKA X2,570,907
Wensleydale Pie,36,32
EXTRA FINE ASP,569,810
CHS &ONION QUIC,565,904
KIDS COTTGE PIE,685,1009
DI VEG LASAGNE,116,168
PEAR ROCHA X4,73,116
SALM SOFT CHS,113,126
ORG EGGS V/LGE,10,16
SOURED CREAM,224,359
FW CHKN BRSTS,251,368
GSTRO MEATBALLS,767,1182
COU PRWN LINGNE,909,1420
9 QUICHE BITES,756,1199
STILTON WEDGE,37,25
CAJUN CHICKEN,1095,1638
GBF LEMON,27,22
S PRWN DIM SUM,755,1181
MARIS P 5KG,183,278
6 PORK PIE SEL,639,985
BERRY BIRCHER,34,52
QUIN/AVO/BZ.NUT,136,198
BABY CHERRY,17,25
BEET/TOM SLD,466,716
3 RASP JELLIES,167,191
4 EGG CUSTARDS,1031,1200
APPL BLCK  CRUM,366,531
STICKY CHICKEN,1304,2038
LG AVO SGL,517,696
DI CREME BRULEE,48,71
PIRI PIRI PRAWN,24,35
12 VOL AU VENT,724,1141
SGL CHOC SUNDAE,451,519
S/TTISH WHL 2,76,128
12 GRLC DOUGHBL,769,1219
LGE WAFER CHK,52,79
HALF ROAST CHKN,1024,1509
F/R EGG MED X12,21,34
COU 0% GRK BRY,91,144
WELSH SKIM 4PTS,7,11
IRL PRK LOIN ST,42,70
DINE IN STL LEM,7,12
CLN ROSE & SPRA,7,10
GF CHKN BURGERS,995,1490
CHC & CRML MOUS,582,885
ORG ROSA 375G,394,574
SSGE COBBLER,649,1021
MF CHICKN TIKKA,787,1226
4 LOIN CHOPS,60,99
PORK & STUFFING,479,740
TREE RIPE RUSS,71,106
ORG BROCCOLI,804,1244
CRUST HAM QCH,886,1412
FISH PIE X2,651,1024
4 LAMB CHOP FW,966,1518
CAULI CHK PEAS,111,151
LEM DST HADDOCK,462,711
QR YLW CAR BNUT,692,1069
LS ROSE CRM/YLW,474,733
CHESHIRE,18,29
PURELY MANGO,252,372
LEM DST PLAICE,861,1338
4W/ML FINGER RL,238,372
LG VEG MOUSSAKA,394,618
GRAPE MANGO &,58,89
TRIM MANGE TOUT,321,477
0% FAT R/BERRY,84,108
MACARONI C800g,934,1404
ULTM BAGUETTE,744,1181
SGL RASP ROYALE,473,555
SKIM 1PT,22,31
IRL RD LETTUCE,11,18
KIDS CHKN BITES,574,886
JASMINE RICE,718,1115
RASPBERRY LG,347,433
LAKSA SWEET POT,133,215
MANGO & PASSION,37,36
ORG STF TERRINE,67,45
WHISKY SMK SALM,67,108
LF PEACH & APRI,82,118
CRIS MIX LF SLD,235,339
50 PARTY SELECT,446,679
SALAMI W/ FENL,15,23
BEEF BRISKET,345,534
SMOKED BACON LA,45,77
2 STICKY GINGER,15,18
SPRING BQA,30,50
S&S CRISPY CHK,748,1209
OATY FARMHOUSE,121,189
MAR PRAWN & TOM,615,950
ORG BEETROOT,57,73
BBQ CHICK WINGS,884,1406
STK/KID PUD X2,474,740
CRACKLING CRISP,69,110
CHCKN TIKKA PT,667,1094
CHOC MSHAKE,27,37
TURKEY SLICES,870,1392
6 MINI FRUIT JY,62,77
GARLIC PRAWNS,593,930
COU SPANISH CHK,1117,1754
VEGETABLE GYOZA,210,335
L/D LEMON SOLE,1591,2467
COU CHEESE RAV,892,1401
PRP BUTTERNT SQ,1234,1906
HOUSE SALAD BWL,375,548
TEMPURA PRAWNS,282,439
TEMPURA PRAWNS,965,1541
SMK SKINNY BCN,102,158
DUCK PRUNE TART,130,210
LEMON SOLE FLTS,1190,1869
EGG & HAM,199,226
IRISH MED X6,4,7
YL098 BN SP ROS,12,7
*CHICK & STUFF,60,75
BFY CHICKEN HAM,504,794
GBF ORIENTAL LI,16,24
ENGLISH MEDIUM,4,6
CRVNDALE SEMI 1,4,7
PK022 OAKCN PCB,16,9
TOAD IN THE HOL,184,255
CHICKEN LEGS X6,361,569
LEMON FOOL,113,178
COU PULLED HAM,1021,1673
SGRN & BROOT,227,350
BRD BRST FLT X4,411,648
EGG&TOMATO,224,184
2 BREADED HAD,954,1533
CHIPOTLE CHCKN,192,296
0% GRK FRT STIR,94,147
SMK SALMON PATE,794,1280
JA PIRI PIRI CH,766,1226
CUT TARRAGON,205,318
ROCKET BAG 50G,575,904
UNSMOKED BACON,37,55
F/R CHIC SKNLES,140,224
MIX SANTINI,116,160
WHOLE ICEBERG,416,672
ROTIS CHICKN FW,280,470
S/C CHERRY PIE,366,532
0% FAT APRICOT,43,59
PEP SMK MACK(FW,504,763
SALMON RIBBONS,168,253
PAPRIKA BEEF,849,1365
"PLUM ,GRPS & RS",52,81
E.CHOC ROLL,91,146
ACTIVIA STRWBRY,13,21
CHS & MSHRM TST,408,673
COU HADDOCK POT,1277,2098
SWEET POTATO ST,274,424
BFY MEATBALLS,1149,1783
KING PRAWN 300G,205,293
2 CREAM DONUTS,569,647
50 C/TL SAUSAGE,352,520
QR SQ RD ONION,688,1090
SAGE,177,283
GBF STRAWBERRY,89,53
TT STRAWBERRY,49,74
SAPPHIRE GRAPES,76,111
CELERY ST 350G,492,783
DI CHK BCN PIES,54,78
WELSH WHL 2PTS,27,42
SMOKY NEW POTS,9,16
SCOTTISH SKIM 4,36,59
IR PORK THINS,18,27
2 LEG STEAKS,1246,2034
12 WF VEG,805,1322
SGL CARAMEL DS,190,240
BFY GRN CURRY,1588,2518
APPLE CRUMBLE,743,1131
T/C STEAK 480G,459,759
COU CHOC MUFFIN,556,711
PRSNP PITHIVIER,23,35
0% FAT GRK 150,97,150
E/F RASPBERRY,37,59
PAST/SPINCH KER,1316,2136
EW CHIC SCORN,102,120
4PT ORG SCT WHL,28,45
BEEF PIE 550G,664,1046
TURKEY RAGU,164,270
CHKN PASTA BAKE,607,993
SCORN CPEA BURG,739,1184
ORG PIC VN 200G,231,331
EXTRA LEAN HAM,99,142
MINCED BEEF,368,623
MED VEG ORZO,488,770
CHK/BAC LYR SLD,465,750
WFR APPLE WILT,356,553
*LG VEG SAMOSA,38,50
RAINBOW S/FRY,999,1593
SPEC CHOW MEIN,972,1637
HOT SPICY WINGS,672,1121
RED HOUMOUS,644,1058
ORG CABBAGE,493,802
GBF FREE OF MEL,24,23
1 ROAST FILLET,876,1417
FR MELON MEDLEY,53,82
BEEF RAGU & BLU,436,714
EF BLUEBERRY,112,169
LUX ROSE BQTA,234,385
PRP CORN COB,634,1015
2 RASP PANNA,430,665
HAM & CHS PUFFS,545,915
HARVEST CHKN S2,659,1085
RST AUB TOM BAK,1181,1862
SCENT MIN ROSE,15,25
NFC ORNG JC,5,9
MILD SOURDOUGH,15,6
K PRWN BHNA&PIL,5,9
RSE & SPRY STKS,175,279
PK044 3 BRD RST,10,15
MINI PORK & VEG,530,883
PASSION & ORNGE,40,44
BROMELIAD CERAM,25,39
AROM SW SF,65,104
DUCK P/FAIT TER,40,59
CHOLES LOW 4 PK,10,15
STRAWBRY SPONGE,412,519
SMK HADDOCK FF,836,1403
2 COD LOIN FLTS,1078,1851
PRAWN C/TAIL,591,981
LASAGNE 1.5KG,776,1241
0% FAT GRK 140,31,44
2-BREAST FILETS,435,705
PRP SLCD RUNNER,616,988
1L EW ORAN BTS,540,861
WELSH SKIM 1PT,21,34
CRUDITE SELECT,37,32
CASSEROLE STEAK,53,93
EGG NOODLES,916,1528
HC SPICY SAUS,320,519
KIDS CHKN TEDDY,841,1364
DINKY POSH DOGS,579,919
SUPER CRRT SOUP,129,207
BICLI BNT 200G,264,397
APPLES COX X4,157,266
1 ROAST BREAST,1025,1674
SMKD MACKRL (FW,854,1361
BUNCH DZN ROSE,579,920
CYCLAMEN BWL PR,44,70
BERRY MEDLEY JC,11,12
SLTD CRMEL PROF,221,259
BABY AVO PACK,443,723
WHITE GRAPE,1209,1799
CHOCOLATE PINE,28,28
SCOTTISH WHL 4,28,46
BABY LEAF SALAD,432,718
UK BLUEBRY 150G,578,977
AA RST BEEF 85G,698,1168
PORK CRACKLING,758,1274
KVI BEEFBURGER,215,332
COU JAFFA DSRT,238,288
PK043 BST PRCEL,17,12
MANGO,136,223
TURKEY SOUP,85,147
ICEBERG BAG,669,1094
GAMMON H/G 600g,1217,2001
PURELY PINE LG,262,434
12 WF POLLO ARB,873,1472
RCKT WCRS SPIN,413,662
CHOC&VAN SLICE,582,929
CHIPOLATA,174,277
4 MARIS JACKETS,29,23
DI STRWBRY TRFL,47,71
GSTR EMP PIE X1,943,1625
BFY BEEF RAGU,1332,2231
WILTS UNSMOKED,125,197
ORG EGGS MED,18,30
SEMI 1PT,24,38
CRACKLING STRAW,18,32
MINI BRST FILET,944,1544
LEMON/LIME NET,223,376
4 W/F PRK PIES,290,490
ORG GEM,79,124
BL BEEF BRISKET,202,340
F/R CHIC SKIN O,98,176
*CHICK/BAC/SC,141,150
COU VEG LASAGNE,443,747
SMKHO CURE HAM,80,137
DI BOSTON BEANS,74,119
MW BRRY CRUMBLE,550,855
PRAWN & GINGER,1048,1744
LG SANTINI BWL,230,342
LEMON POSSET,342,554
PEMBR TGH & DRM,112,175
TERIYAKI SAUCE,81,128
P/PASSIONFRUIT,25,38
GBF WILLIAMS PE,25,26
UNSMOKED GAMMON,25,42
APPLE PEANUT DP,57,80
BEEF/ONION ROLL,133,152
0% GRK STRAWB,19,35
RST MROOM SAUS,349,589
KIDS SPG & MTBL,485,822
SALM QCHE 130G,397,682
BERRY MEDLEY,319,540
DBL CRM 600ML,138,234
BRT CRSPY FLTYS,79,140
PK038 BRST JNT,33,27
BEEF BOLOG BAKE,1335,2217
GBF SANTINI SLD,40,54
TUNA F/CAKE,307,514
HOUMOUS 300G,536,879
4 CHOC ECLAIRS,795,1010
ORANGE LOOSE,438,473
VEG PASTA BAKE,1128,1920
CAJUN TENDERS,625,1004
12 WF SALAMI,936,1623
COU CHOC SUNDAE,441,604
CHK FAJITA WP,76,76
2 KETA SAL FLTS,976,1622
MW Swt cure Ham,7,5
ROLLMOP,63,98
ORGANIC PARSNIP,7,6
BRIT BREAD HAM,14,10
GENOA SLAB,7,12
STILL RASPBERRY,7,10
KING GRAPES,56,100
8 KOFTAS,544,953
MXD FOLIAGE,86,152
C/TNUT JNT 4-6,72,104
WHEATEN BREAD,22,35
BRITTANY BUTTER,22,40
CLASSIC F/SLD,162,280
4 VEG SAMOSAS,398,674
2 CHOUX BUNS,752,909
300ML WHP CRM,15,24
AROMATIC S/FRY,510,832
ROMANESCO,114,201
NEW POTS & VEG,1030,1730
G/F COD FILLETS,847,1416
CHCKN PIRI PIRI,474,811
SWEET/SOUR SCE,69,123
HAM & BEET PICC,70,60
SGL PROF DESSER,540,685
SOY & PLUM SCE,47,78
CRNTN/ROSE POSY,307,504
B/L VEN RW JUP,71,123
WAFER HAM 140G,79,135
LENTIL BAKE,482,808
BFY CHKN KATSU,1426,2411
CAMBOZOLA,119,184
GBF SPRING BREE,8,13
8WALNUT BAKLAVA,8,15
YL126 RIC STACK,32,31
DI MW CHCKN PIE,8,9
BFY SUPERFD SLD,80,90
UNSMK TOP 750G,90,159
BLUEBERRIES,730,1046
TH GR CUR 150G,66,108
RST CHCKN&CHRZO,75,66
S/ONION RICE,684,1156
2 MSHRM CROUTE,484,812
ORG BANANA BAG,526,841
THAI FISH CAKE,260,453
2 SPOTTED DICK,59,83
TUNA LYR SALAD,288,442
SALMON BAUBLE T,17,11
DBL GLOUCESTER,17,29
LEM&TYME CHK,17,32
36 C/TAIL SAUS,145,216
RSTD VEG AVO SW,26,22
KING ORANGE,96,152
6 CREAM ASSORT,393,539
BFY TIKKA CHKN,1115,1932
DI LEMON CHSCK,101,107
BFY CRGETTI CHK,957,1654
VENISON LASAGNE,470,793
CROWN PRINCE SQ,37,64
BOMBAY ALOO,714,1214
HOUMOUS SELECTI,503,887
L/THER C/FRAICH,141,232
BABY COURGETTES,170,260
HS GF TURKEY WR,76,71
12 HAM&MANCHEGO,38,61
STILTON 236G,38,68
SIMPLY APPLE BG,106,169
4 RST CHKN FLTS,841,1456
CRISPY MUSHROOM,323,563
AA XLEAN MINCE,49,88
Gift Wrapped Az,59,104
ITALIAN STLYE S,322,577
BFY RED CURRY,1209,2022
LGE WFR HON HAM,81,116
BF BBEAN & RICE,1146,2011
CHK/CHOR KEBABS,467,840
QR CAULI ONION,652,1042
BFY PEPPERCORN,1116,1919
CHIVES,298,516
ROSE & BRASSICA,413,703
LAMB SHANKS X2,842,1492
STK RED ON PIE,358,621
JA C/C CHIC FLT,544,910
COU 0% GRK PLM,64,99
STRAWBERRIES,120,193
1L FC APPLE,11,18
RYE SOURDOUGH,11,1
CLN APRICOT PER,11,20
MGO & PFRUIT PC,413,688
BB TURKEY 4-5,67,112
MELON/GRP MUNCH,500,816
12 HC SAU ROLLS,307,549
FENNEL,400,685
RICE NOODLES,469,788
CUT BASIL,815,1397
*CHOC CHSE CAKE,70,107
GLITTRD CHRYS G,234,403
NRSH BWL ED BB,47,51
2 LEG STEAKS,47,79
RAVIOLONI RIC,48,85
ARB SMK TROUT,348,617
GRP SIMPLY RED,48,64
ROSE & HYPERICU,182,320
BBQ DRUMSTICKS,822,1470
DI GRK PEACH RL,139,167
GBF RAD RAINBOW,38,46
MUSHROOM RICE,475,838
SALMN ASPARAGUS,721,1317
CC MAT GRTD CHS,13,24
BEEF NOODLES,789,1410
FLORIDIAN GRFRT,79,111
OKRA,40,63
BERRY BURST,28,31
SNACK PACK X20,571,1006
ROSE & ALSTRO,558,943
COUR GRN WB,159,255
1/2T H/SHLL PEA,87,115
DINKY P/A BITES,411,747
CRISPY POTATO W,191,331
PENNE CARBONARA,459,799
MAC N CHS BITES,402,732
WFR WILT HAM,226,308
BFY SUPER CHILL,1191,2151
COU 0% GRK VNLL,121,205
S/AGEMEAT 908G,198,248
GBF TRAD C/SLAW,31,27
CHESTNUTS,94,159
2 RIB-EYE STEAK,189,344
L/SMK SAL BAG,176,319
APPLE RED X4,64,117
CASSERLE STK 50,1369,2441
KING PRN 80G,452,797
RASPBRY JELLY,97,101
COU ROAST CHICK,372,670
8 W/ML MINI SUB,195,336
6 PRAWN SIU MAI,524,949
SS BB MED 400G,68,107
SUPERSEED 400G,137,230
KIDS BF LASAGNE,555,1011
MW BEEF LASAGNE,1191,2091
CALVES LIVER,478,878
BACON PIECES,37,69
MW 2 SYRUP PDDS,320,513
APRICOT SOYA,57,109
TORTILLA MOZZA,402,738
OB PORK & CRAN,78,44
MINI TURKEY FAJ,20,37
CHNS FAVOURITES,1181,2164
MELON MEDLEY,409,724
RASPBERRY SOYA,41,80
PK011 FRGBZ TRK,21,24
C/SLAW SLD BWL,399,655
CHKY COD FRCHIS,42,37
RIBBON SLD BAG,405,721
ATMN FRUIT PIE,385,641
BB TURKEY 6-8,43,70
BUFFALO HORNS,130,228
GF CHICK CHUNKS,845,1439
BABY SAVOY,221,399
CHINA CHK WINGS,736,1306
VANILLA CC SLC,507,841
BREAD FLTS X2,536,952
1PT ENG ORG SKM,234,438
6 WHITE BAPS,214,346
CHK LIVER PATE,49,90
LMN DRZZLE CK,26,43
DIP SELECTION,471,825
CHILLI BEEF,733,1310
PROFIT'LE STACK,952,1618
YULETIDE LOG,28,30
GBF YOUNG SPINA,30,30
2 ASIAN SALMON,156,274
WILTS SMOKED,94,173
SNACK PK WHITE,66,111
WFR HNY RST HAM,232,398
CHK EMPANADAS,566,1038
COU PRWN RISTTO,692,1279
SUGAR SNAP HT,110,200
COU CHICK SW,38,33
CRINKLE CHIPS,534,961
2 CHS PASTIES,543,1004
CHK CARBONARA,649,1173
5% XLEAN BEEF M,249,460
SAUSAGE POTATO,168,312
SAV X/FINE BEAN,420,768
NO BITS FS OJ,48,67
WF SLMI FIRENZE,838,1517
BFY LINGUINE,1077,1975
GREEK SALAD BWL,575,971
2 HADDOCK FLTS,161,290
CHICKEN GRAVY,165,291
ORANGE MELON,204,358
BFY COD MORNAY,1462,2649
TARTAR SCE,77,134
LGE STRW TRIFLE,780,1266
ETIVE TROUT FLK,235,396
FRUITY COLESLAW,321,581
Pork Loin,329,595
CHEESE COLESLAW,265,456
4 SKNY BURGERS,205,359
BABY LEAF 120G,650,1062
MIX VEG MASALA,1353,2446
SCOT ORG V/LGE,2,1
CRACKLNG STRAWS,31,59
AG AVALAN RSES,1,2
MACMILLAN BQ,2,4
MMM BIS ASST,1,0
9 RD VELV CCKS,23,40
SPRING POSY,16,27
COU PASTRAMI,1,2
RF Piri Piri Ch,4,5
XMAS MINI ORCH,1,2
LORNE SAUSAGE,178,315
BL F HAM SAL CH,2,4
GBF VIBRANT BQ,4,6
FTO 4 DUCK PLUM,1,2
EGG MAYO SANDWI,15,15
GBF SPAG BLGNSE,1,1
WFR PASTRAMI,178,328
GBF CLN BELLE R,1,2
TOM/BAS/CHK.,96,105
SALMON MLD&DELI,67,82
6CHOC PINECONES,9,13
KING FIGS,3,5
MWW CHICKEN AVO,21,8
MW CHK TOM BAS,3,0
IRISH RASP,1,2
BANANA STR MNG,27,43
SMKD SEA BASS,5,10
FTO 20 CHURROS,1,2
CHRY PISTCH TRT,1,1
GF FRUIT CAKE,5,10
WAL HAZ DATE,1,2
8PISTACHIO BAKL,3,6
FTO AFTERN TEA,2,4
TOM & BASIL SCE,28,49
HONEY/MUST HAM,1,2
CLN HYDRANGEA,5,8
FR 4 LUX HX,2,4
P/LADY APPLE,26,33
*SUGAR RNG DONU,11,1
*JAM DOUGHNUT,7,0
CHKN PESTO BAKE,477,849
GOLDEN CENARTH,11,19
PENGUIN PARTY C,5,3
WEXFORD VINTAGE,2,0
S CAULIFWR SOUP,45,84
FTO 24 MINI TAR,2,3
GBF CAPE FLORA,3,3
AG SNWBRY BQ,13,24
FRESH FUSILLI,14,27
FTO MINI KIEVS,1,2
LG BRUS PAT SLC,1,2
YULE LOG M/B,5,10
IR PORK THICKS,15,21
FTO SPRING ROLL,1,2
4 MALT BALL HNY,8,12
CAMRT GIN GLAZE,4,3
Xmas Pate Selec,1,2
GF4 WHT PITTA,4,8
2 BLUEBRY MUFFN,1,0
GBF CLASSIC F/S,35,53
SHADES/STOCK BQ,5,5
LEMONS NET,134,232
CLASSIC BRANDY,6,12
GR222 GF TREAT,2,4
AH RED 4 PACK,98,173
GBF SANTINI 450,17,17
CLN CHRISTMAS I,3,2
AG IRIS,4,2
FTO SCAMPI,1,2
PROMO PACK THIC,86,158
TASTER SIZE RED,10,20
L/GR/MAT/CHEDD,10,20
AA FILLET STEAK,3,6
24 BACON C ROLL,1,2
PARM WEDGE 70G,2,4
GBF GLADIOLI,2,4
BL158 LG PR CKT,32,46
FR MINI LUX,1,2
RASPBERRY CHEES,2,2
PURELY COCONUT,7,4
FTO 20 ANTIPAST,3,6
BRIT TURKEY 4-6,1,1
PK066 LAMB ROS,5,9
WF LOBSTER & K,367,675
HOISIN DUCK NDL,673,1261
SNGAPORE NOODLE,1335,2432
APPLE PORK SHLD,220,412
JA HNY HAM CHNK,162,303
TRAD OX TONGUE,146,262
HADDOCK FILLETS,276,521
LGE TENDERSTEM,269,360
6 SAUSAGE ROLL,660,1192
U/S BACK X8,107,172
PLUM PUNNET,95,152
2 CHKN LATTICE,810,1518
SMKD ALE SALMON,174,312
2 SCOTCH PIES,87,164
BNUT CP ON SQ,83,153
RTR S&P TURKEY,240,425
TANGERNE FAMILY,225,376
SAL/ROC F/CAKES,786,1447
TANDOORI PRAWNS,344,534
MSHRM STROGANFF,409,774
CHICKEN DOPIAZA,447,833
SMK HAD SINGLE,316,561
ORG CAULIFLWR,785,1426
DI RUMP STEAK,112,203
TOM/MOZZ SLD,489,811
6 MIXED ROLLS,44,87
FW CHCKEN G&H,42,81
BTR CHKN &PILAU,532,989
BABY CABBAGE,145,267
MW CHKN PIE,138,267
ORG GARLIC,34,65
MOZZARELLA(SPLY,34,53
EU 2 ULTI BURGE,574,1023
SPICY CHK PASTR,562,1046
MANGO X2,30,61
SWEET POT FALA,706,1270
E/F B/CHERRY,88,151
LENTIL/WILD RC,409,737
BLUEBERRY LG,408,668
SUNSHINE S/FRY,740,1353
GF SOURDOUGH LF,28,53
780G PRK PIE,26,38
CLOTTED CREAM,181,325
SLW CK PORK BEL,283,545
6 BURGER BUNS,49,89
LENT BROOT BURG,438,810
SCOTTISH SKIM 1,71,129
LINCOLNSHIRE,47,95
KING PRAWN CURR,1310,2438
SLICING TOMS,199,354
SIRLOIN STEAK,22,42
SUPER BERRY SMO,129,238
CAUL/BRC/CRT HT,21,24
BRECKLAND PRK S,42,81
HOLLANDAIS SAUC,208,380
DICED BRST FLTS,1078,1974
RED CABBGE 600G,20,35
GF SDOUGH THINS,57,105
SIRLOIN STEAK,208,399
OLIVE SEL 180G,411,739
5 RASPBRRY BUNS,202,380
BFY CHICKEN ARR,458,866
PEMBR CHKN FLTS,329,597
3 BEAN SALAD,523,957
RAINBOW ALSTRO,108,182
PORRIDGE 200G,598,1147
BRITISH HAKE,174,336
2 PCH SALM FLTS,939,1780
EGG BACON SIDE,244,411
LG PK BEETROOT,405,739
COU F&M FRITTER,16,27
ODB GREAT BRITI,239,458
CORNISH CRM,270,516
RED GEM LETT,47,75
CLASSIC SELECT,78,125
BUTRNUT TABOLEH,78,96
BFY HAKE & POTS,449,868
SWEET CRUDITE S,779,1472
2 COD FILLETS,397,760
BL180 SROLL GAR,15,26
COURGETTE SPAGH,887,1644
MINT,285,500
SWEETIE GRPFRT,28,55
ALSTROEMERIA,537,969
CAULIFL GOBI,228,451
BRECKLAND FLT,357,692
CHKN PANANG,870,1670
SPINACH RAVIOLI,274,519
HICKORY RED,13,26
SMK EXTRA THICK,65,131
SMK BACK X8,155,282
VENISON PIE,102,187
2 CHOC PUDDINGS,38,65
DNKY C&O ROLLS,266,525
M/PIPER POT SLD,354,658
BAKEWEL CRUMBLE,288,507
2 BATTERED HAD,913,1728
4 GRAIN ROLLS,87,175
LG R/BEANS HT,264,516
W/T BRUNS HAM,143,277
ORG NEW POTS,284,543
PRWN C/TAIL D.F,774,1499
BANANA & BERRY,35,39
BRD HAD & CHIPS,778,1517
CRUNCHY CRUDITE,707,1329
GUACAMOLE,357,650
MANZANIL OLIVES,288,550
CRUNCHER BURGER,11,23
ANTHURIUM GW,22,38
BACON CUP,88,71
2 SCOT SALM MED,230,441
M'CAN TOP HOUM,675,1340
2 LOCH SALMON,316,628
BRD ESCALOPE,354,679
WHOLEMEAL 800G,124,231
